nz,Triton-fp16,Torch-fp16
1.000000,0.589723,1.386811
0.875000,0.589008,1.383235
0.750000,0.447362,1.241486
0.625000,0.444862,1.240178
0.500000,0.447153,1.240704
0.375000,0.445053,1.238371
0.250000,0.442285,1.236739
0.125000,0.410769,1.203795
0.100000,0.409789,1.202550
0.050000,0.399586,1.193479
0.000000,0.194181,0.984616
