nz,Triton-fp16,Torch-fp16
1.000000,0.143845,0.374789
0.875000,0.147418,0.375343
0.750000,0.168441,0.375411
0.625000,0.139520,0.375568
0.500000,0.150080,0.375249
0.375000,0.153660,0.375239
0.250000,0.152637,0.375070
0.125000,0.144452,0.374847
0.100000,0.133244,0.365317
0.050000,0.120039,0.354434
0.000000,0.120500,0.354244
