N_CTX,Triton-fp16,Torch-fp16
1024.000000,0.160168,0.281849
2048.000000,0.141652,0.374696
4096.000000,0.138108,0.657213
8192.000000,0.192378,0.891798
16384.000000,0.592007,1.386654
32768.000000,1.061641,2.003300
65536.000000,2.465361,3.855974
131072.000000,8.050773,10.944965
262144.000000,28.337494,34.767361
