topk,Triton [FP16],Flash-2
0.000000,0.611961,174.980103
5.000000,9.832550,174.544891
10.000000,18.275738,174.736389
15.000000,26.515799,175.131653
20.000000,34.188290,175.108093
25.000000,41.999870,174.870529
30.000000,50.892799,174.764038
35.000000,58.447872,174.560257
40.000000,66.119682,174.598145
45.000000,72.437759,175.391739
