nz,Triton [FP16],Flash-2
1.000000,0.128528,0.089972
0.875000,0.101093,0.089898
0.750000,0.088897,0.090615
0.625000,0.075874,0.089981
0.500000,0.061915,0.090284
0.375000,0.052602,0.089935
0.250000,0.043493,0.089873
0.125000,0.032023,0.089884
0.100000,0.029083,0.089890
0.050000,0.015948,0.090013
0.000000,0.016550,0.089748
