nz,Triton [FP16],Flash-2
1.000000,10.250012,5.463148
0.875000,8.985907,5.476407
0.750000,7.720959,5.464818
0.625000,6.458982,5.473442
0.500000,5.191623,5.447626
0.375000,3.929344,5.349861
0.250000,2.666438,5.466597
0.125000,1.403776,5.364682
0.100000,1.086989,5.465411
0.050000,0.616504,5.332668
0.000000,0.045316,5.467597
