nz,Triton [FP16],Flash-2
1.000000,40.701950,21.828096
0.875000,35.644928,21.704704
0.750000,30.596436,21.650944
0.625000,25.540949,21.714687
0.500000,20.479744,21.770241
0.375000,15.543296,21.650433
0.250000,10.433651,21.652224
0.125000,5.364133,21.649921
0.100000,4.257689,21.652737
0.050000,2.186294,21.752321
0.000000,0.083392,21.697792
