nz,Triton [FP16],Flash-2
1.000000,162.269180,89.289726
0.875000,142.030853,87.932930
0.750000,121.794563,89.117699
0.625000,101.609474,88.425468
0.500000,81.366013,88.961021
0.375000,61.144066,88.768509
0.250000,40.912895,88.327171
0.125000,20.741886,87.361534
0.100000,16.714138,87.370750
0.050000,8.476467,87.368706
0.000000,0.160201,87.357437
