nz,Triton [FP16],Flash-2
1.000000,12010.027344,6115.537109
0.875000,10512.458008,6232.579102
0.750000,9013.983398,6161.987793
0.625000,7520.904297,6146.431152
0.500000,6022.469727,6225.864746
0.375000,4515.501953,6191.157227
0.250000,3018.031006,6127.806641
0.125000,1512.691772,6116.398926
0.100000,1210.101807,6155.801758
0.050000,606.839783,6169.149414
0.000000,1.215834,6225.216309
