nz,Triton [FP16],Flash-2
1.000000,19.789211,11.212460
0.875000,16.847874,11.150336
0.750000,14.472022,11.267300
0.625000,11.902719,11.123257
0.500000,9.457767,11.152157
0.375000,7.132868,11.216668
0.250000,4.814899,11.195621
0.125000,2.470701,11.219513
0.100000,2.058590,11.500430
0.050000,1.049600,11.116885
0.000000,0.082989,11.312582
