nz,Triton [FP16],Flash-2
1.000000,1.372853,0.798373
0.875000,1.142542,0.792585
0.750000,1.002857,0.804592
0.625000,0.790996,0.799925
0.500000,0.636879,0.791086
0.375000,0.488732,0.798784
0.250000,0.336713,0.796636
0.125000,0.199540,0.805138
0.100000,0.163543,0.799716
0.050000,0.082464,0.799351
0.000000,0.025191,0.803351
