nz,Triton [FP16],Flash-2
1.000000,1480.303589,785.833984
0.875000,1269.010376,785.182739
0.750000,1076.673584,791.776245
0.625000,888.158203,787.522583
0.500000,704.665588,792.392700
0.375000,526.099426,785.845276
0.250000,349.301758,783.641602
0.125000,173.149185,791.105530
0.100000,139.430908,790.817810
0.050000,69.072899,787.034119
0.000000,0.613255,787.587097
