nz,Triton [FP16],Flash-2
1.000000,334.571533,182.952957
0.875000,287.339508,184.236038
0.750000,244.109314,184.207367
0.625000,201.669632,185.729019
0.500000,160.699387,182.862854
0.375000,121.738243,183.973892
0.250000,80.669693,183.846909
0.125000,40.556545,183.308289
0.100000,32.308567,185.659393
0.050000,16.094719,183.042053
0.000000,0.310320,183.998459
