nz,Triton [FP16],Flash-2
1.000000,2.605568,1.419805
0.875000,2.288333,1.419557
0.750000,1.972268,1.419820
0.625000,1.656162,1.420654
0.500000,1.373973,1.436657
0.375000,1.092954,1.422024
0.250000,0.720025,1.421282
0.125000,0.399319,1.433615
0.100000,0.318395,1.419457
0.050000,0.199312,1.434817
0.000000,0.028073,1.431700
