nz,Triton [FP16],Flash-2
1.000000,2902.960205,1447.874512
0.875000,2549.677979,1448.192993
0.750000,2188.152832,1455.753174
0.625000,1824.369629,1458.876465
0.500000,1460.716553,1468.057617
0.375000,1098.265625,1464.689697
0.250000,732.812317,1461.832764
0.125000,368.717834,1457.484741
0.100000,292.190216,1463.677979
0.050000,146.737152,1457.741821
0.000000,0.612062,1455.121460
