topk,Triton-fp16,Torch-fp16
0.000000,0.386022,1.323490
5.000000,0.386825,1.323294
10.000000,0.386630,1.323460
15.000000,0.386847,1.323384
20.000000,0.386262,1.323219
25.000000,0.387261,1.323731
30.000000,0.386895,1.323249
35.000000,0.387147,1.323686
40.000000,0.386745,1.323550
45.000000,0.386720,1.323249
